,id,title,cover,director_names,scriptor_names,actor_names,director_ids,scriptor_ids,actor_ids,genre,language,made_in,date,length,summary,average_rating,num_votes,rating_percentage,type,related
963,30201073,玻璃屋,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2547325491.jpg,['朱利斯·舍夫契克'],['Simon Mawer'],"['卡里斯·范·侯登', '汉娜·奥斯特罗姆', '罗兰·默勒', '克拉斯·邦', '卡瑞尔·罗登', '亚历山德拉·博尔贝伊']",['1308449'],['%20Mawe'],"['1049588', '1057177', '1334238', '1067129', '1143398', '1368336']","['剧情', '同性']", 英语, 捷克,2019-03-14(捷克),104分钟,根据小说《The glass room》（玻璃屋）改编，卡里斯·范·侯登 （Carice van Houten）倾情出演，描述了在那一个战火纷飞的年代，两个女人跨越多年的爱情，最终修成正果，He~,6.7,1207,"['11.5%', '29.5%', '44.5%', '13.0%', '1.6%']",电影,"['5814628', '3446935', '4238742', '0351644', '7110448', '4888575', '0468617', '1823480', '4979152', '0198374']"
964,30488016,凯文·哈特：不负责任,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2553727626.jpg,['莱斯利·斯莫尔'],,['凯文·哈特'],['1297811'],,['1286162'],['喜剧'], 英语, 美国,2019-04-02(美国),60分钟,Netflix定档了凯文·哈特全新喜剧特辑——《凯文·哈特：不负责任》，将于4月2日下午3点首播。在这部全新的喜剧特辑中，凯文·哈特将自己的短处转变为绝佳笑料，和观众从婚姻中所犯的错误，一路谈到亚斯本的惊险刺激经历。这个喜剧特辑录制的是之前在伦敦O2剧院的表演，现场吸引1.5万人观众。,6.7,1144,"['10.6%', '30.1%', '44.1%', '13.3%', '1.9%']",电影,"['5966654', '0148257', '5132963', '4843196', '0427294', '0337030', '7156737', '4843179', '5959109', '3384985']"
965,34839475,是非之地,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571164112.jpg,['贾斯汀·李'],['贾斯汀·李'],"['Kevin Makely', '米拉·索维诺', '布鲁斯·邓恩', '韦斯·斯塔迪', '特雷斯·阿德金斯', '杰夫·法赫', '托尼·托德', '詹姆斯·拉索', '阿曼达·怀斯', '瑞恩·凯利', '托德·罗宾森', 'Aidan Bristow', 'Reggie Watkins', 'Megan Therese Rippey', 'Anita Leeman Torres']",['1384393'],['1384393'],"['20Makel', '1027822', '1019069', '1036366', '1057984', '1036461', '1036498', '1048175', '1036615', '1049813', '1037488', '0Bristo', '0Watkin', '20Rippe', '20Torre']",['西部'], 英语, 美国,2019-11-01(美国),117分钟,马提亚斯·布雷彻侦探受雇追踪最恶劣的南部联盟战犯。当他徘徊在旧西部寻求正义时，他的决心受到了考验，因为他遇到了一位意志坚定的先锋女性，她远比表面上要坚强。@yakubd.cc,6.7,884,"['8.2%', '30.6%', '50.3%', '9.1%', '1.8%']",电影,"['7602530', '4819509', '5442458', '0221036', '0141351', '0258803', '4938666', '4889761', '4807442', '0371804']"
966,34865445,西伯利亚和他,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2572068902.jpg,['Viatcheslav Kopturevskiy'],['Viatcheslav Kopturevskiy'],"['Ilya Shubochkin', 'Viatcheslav Kopturevskiy', 'Anastasia Voskresenskaya', 'Irina Novokreshennuh']",['1443061'],['1443061'],"['ubochki', 'urevski', 'senskay', 'eshennu']","['剧情', '同性']", 俄语, 俄罗斯 / 美国,2019-10-27(美国Newfest New York LGBT Film Festival),72分钟,"Meek farmhand Sasha and policeman Dima have a fraught relationship. They’re brothers-in-law, travel companions, and⁠—secretly⁠—lovers. Over the course of their journey to visit Sasha’s grandmother, unspoken truths are uttered, intimacy is built, and authenticity is challenged. Although they may be far from the peering eyes of their oppressive society, their relationship teeters...",6.7,603,"['11.4%', '27.9%', '46.9%', '10.8%', '3.0%']",电影,"['0489067', '4679974', '5032309', '7115487', '4935785', '4863241', '4679952', '4930967', '5325545', '7081350']"
967,34429161,在猿乐町见面吧,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2570111366.jpg,['儿山隆'],"['儿山隆', '涩谷悠']","['金子大地', '石川瑠华', '小西樱子', '柳俊太郎', '长友郁真', '大窪人卫', '吴城久美', '岩濑亮', '前野健太']",['E9%9A%8'],"['E9%9A%8', 'E6%82%A']","['1362379', '1424169', '1416531', '1323460', 'E7%9C%9', 'E5%8D%A', 'E7%BE%8', 'E4%BA%A', 'E5%A4%A']","['剧情', '爱情']", 日语, 日本,2019-10-30(东京国际电影节),121分钟(日本),駆け出しのフォトグラファー小山田（金子大地）は、撮影で読者モデルのユカ（石川瑠華）と出会う。コケティッシュでピュアなユカに惹かれ、彼女を被写体に次々と作品を撮り始める小山田。そして二人は付き合い始め、猿楽町で撮った作品はコンテストで受賞し周囲に認められ始める。しかし、元カレの存在を知った小山田は次第にユカの言動を疑い始め…。,6.7,131,"['12.6%', '26.2%', '46.6%', '11.7%', '2.9%']",电影,"['1547088', '0335662', '0252334', '4809360', '6806931', '1784399', '6375687', '5235501', '6381372', '4823749']"
968,30214129,切尔卡瑟,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2566157311.jpg,['Timur Yashchenko'],['Robert Kvilman'],"['Evgeny Avdeenko', 'Serhiy Detyuk', 'Vitalina Bibliv']",['shchenk'],['0Kvilma'],"['Avdeenk', '20Detyu', '20Bibli']","['剧情', '战争']", 乌克兰语, 乌克兰,2019-07-16(敖德萨国际电影节),102分钟,"The year is 2014. Mishko and Lev are fellow villagers serving on the minesweeper “Cherkasy”, a ship of the Ukrainian Navy stationed in the port of the Crimean Lake Donuzlav that is connected to the Black Sea. When the invasion of Crimea by the infamous “little green men” begins and President Yanukovych flees the country, the “Cherkasy” and other ships of the Ukrainian fleet are...",6.7,81,"['10.4%', '31.3%', '38.8%', '19.4%', '0.0%']",电影,"['3456313', '0447227', '4919075', '4783619', '0399837', '4432315', '5288893', '7063000', '6642548', '7615414']"
969,30402196,重生小确幸,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2622660516.jpg,['丹尼埃莱·卢凯蒂'],"['弗朗西斯·皮克罗', '丹尼埃莱·卢凯蒂']","['皮弗', '托尼', '雷纳托·卡朋特理', '安吉莉卡·阿勒鲁佐', '弗朗西斯科·贾马尔科', '文森佐·费雷拉', '弗兰兹·坎塔卢波', 'Roberta Caronia', 'Chiara Vinci', 'Marcello Rimi', ""Santo D'Aleo"", 'Raffaele Sabato', 'Vincenzo Catanzaro', 'Toti Mancuso', 'Mary Cipolla']",['1023144'],"['1304021', '1023144']","['1344671', '1338564', '1067512', '1445776', '1445777', '1445778', '1445782', '0Caroni', '%20Vinc', 'o%20Rim', 'D%27Ale', '20Sabat', 'atanzar', '0Mancus', '0Cipoll']",['喜剧'], 意大利语, 意大利,2020-10-31(中国大陆),93分钟,主角保罗是一名工程师，拥有看似幸福的家庭。他并不完美，在生活中粗心又有点幼稚，爱幻想还有些花心，对现实生活有着各式抱怨。某天，他闯红灯发生车祸死去，到了天堂后却被告知其死亡比原定时间早了一小时三十二分钟。于是，他被允许在一位天堂员工的陪伴下返回人间，作为丈夫、父亲、朋友，需要在生命最后的一小时三十二分钟内安排完成所有他认为重要的事……,6.6,1552,"['5.4%', '31.1%', '51.4%', '11.5%', '0.7%']",电影,"['3464455', '3447508', '5069506', '4670706', '3400376', '0283209', '4884711', '3415963', '4842326', '4915151']"
970,34815926,灿实也多福,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2595693749.jpg,['金初熙'],['金初熙'],"['姜末琴', '尹汝贞', '金永敏', '尹胜雅', '裴侑蓝', '徐尚沅', '文惠仁', '李慧雅', '崔华静', '李英珍']",['1434277'],['1434277'],"['1434125', '1275611', '1042479', '1275569', '1378640', '1385462', '1440413', '1440414', '1356979', '1034439']","['剧情', '爱情']", 韩语, 韩国,2019-10-05(釜山电影节),96分钟,没有男人也没有家的导演李灿实在糟糕演员苏菲的家里做着保姆的工作。有一天，苏菲的法语老师金荣进入了灿实的生活中，随之登场的叫做“张国荣”的男人的身份也让剧情进入了新的高潮。房东奶奶暖心的举动也无时无刻温暖着灿实。之前一直忙前忙后的灿实在丢了工作以后也将迎来自己的春天吗？,6.7,1478,"['6.3%', '32.3%', '52.0%', '7.3%', '2.1%']",电影,"['4840317', '5389147', '0200427', '0355043', '6752337', '5154194', '0306756', '6946485', '4969566', '5465742']"
971,30200414,光盲青春,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2560410640.jpg,['顾伦德·查达哈'],"['顾伦德·查达哈', '保罗·梅达·贝哲斯', '萨弗拉齐·曼苏']","['海莉·阿特维尔', '维威克·卡拉', '莎莉·菲利普斯', '艾伦·菲格拉', '迪恩·查尔斯·查普曼', '内尔·威廉姆斯', '罗伯·布莱顿', '文森特·阿德里安', '保罗·布莱克维尔', '约诺·戴维斯', '奥利维亚·波莉', '乔·惠特利', '贾格·帕特尔', '史蒂芬·萨姆森', '阿图尔·夏尔马', '阿什克·阿赫塔尔']",['1014072'],"['1014072', '1050538', '1172104']","['1000051', '1421619', '1134765', '1421620', '1341989', '1348633', '1078835', '1355308', '1333556', '1347865', '1316274', '1367815', '1392994', '1145184', '1397360', '1392810']","['剧情', '喜剧', '歌舞', '传记']", 英语, 英国,2019-01-27(圣丹斯电影节),114分钟(圣丹斯电影节),讲述的是1987年在英格兰一个小城镇里一个十几岁的移民男孩通过男歌手布鲁斯·斯普林斯汀的音乐找到理想、信念和自由的故事。,6.6,1182,"['9.5%', '28.7%', '46.7%', '12.6%', '2.5%']",电影,"['0486895', '7594473', '7109401', '0307158', '0302169', '7076888', '0165034', '0168037', '0388954', '0462549']"
972,30302136,番石榴岛,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553738857.jpg,['村井浩'],"['唐纳德·格洛弗', '史蒂芬·格洛弗', '布拉·克', '贾马尔·奥洛里', '乌德·奥尔吉']","['蕾哈娜', '唐纳德·格洛弗', '利蒂希娅·赖特', '侬索·阿诺斯']",['1360201'],"['1314061', '1402383', '1415436', '1415437', '1415438']","['1031180', '1314061', '1356810', '1315348']","['喜剧', '惊悚', '音乐']", 英语, 美国,2019-04-13(美国),55分钟,根据古巴杂志报道，蕾哈娜与唐纳德·格洛弗合作出演影片[番石榴岛](Guava Island，暂译)，影片由村井浩(《亚特兰大》)执导。目前，影片在古巴首都哈瓦那拍摄中，并曝光多张片场照。,6.6,1066,"['11.2%', '29.1%', '43.2%', '13.6%', '2.9%']",电影,"['5577950', '6779555', '0207982', '7606054', '6849684', '0201210', '0391300', '7040109', '3400747', '5121296']"
973,30135924,不可能的事,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2541811518.jpg,['罗克珊·道森'],"['格兰特·尼波特', '霍伊塞·史密斯']","['克丽丝·梅斯', '托弗·戈瑞斯', '乔什·卢卡斯', '马塞尔·鲁伊斯', '丹尼斯·海斯伯特', '丽贝卡·斯塔巴', '山姆·特拉梅尔', '麦克·柯尔特', '艾丽·斯考比']",['1049763'],"['1415052', '1415053']","['1363698', '1010536', '1017919', '1407088', '1019056', '1025355', '1044711', '1172898', '1364102']","['剧情', '传记']", 英语, 美国,2019-04-17(美国),116分钟,克丽丝·梅斯(《我们这一天》《美国恐怖故事》)将主演新片《不可能的事》(The Impossible)，Fox 2000制作。基于Joyce Smith所著自传《The Impossible: The Miraculous Story of a Mother’s Faith and Her Child’s Resurrection》，讲述一个不同寻常的真实故事：Joyce14岁的儿子John在某个冬天掉进了密苏里州的一条冰河里，被宣告死亡，通过Joyce的祈祷和信仰，1个小时后，John的心脏再次跳动了起来，16天以后，John不靠外力走出了医院，完全康复了。罗斯安·道森(《美国谍梦》《纸牌屋》)执导，Grant Nieporte(《七磅》)改编剧本，3月温尼伯开拍。,6.6,876,"['18.1%', '20.0%', '43.0%', '13.4%', '5.5%']",电影,"['6591731', '5160815', '6656866', '6988868', '3718799', '5153874', '3004931', '5139949', '0142420', '5850645']"
974,34453922,好消息,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2574697967.jpg,['拉吉·梅塔'],"['乔蒂·卡普尔', '里沙卜·沙玛', '拉吉·梅塔']","['阿克谢·库玛尔', '卡琳娜·卡普尔', '迪尔吉特·多桑', '伽罗·阿德瓦尼', '阿迪勒·侯赛因', '蒂丝卡·乔普拉', '安妮娜·苏哈尼', '费萨尔·拉希德', '西姆兰·苏里', '阿米什卡·苏德', '里卡·卡普尔', '巴拉特·阿胡贾', '苏妮塔·迪尔', '普瑞迪普·库克雷亚', '卡维塔·佩斯', '卡伦·乔哈尔', '莫希特·雷纳']",['1447202'],"['1411857', '1447203', '1447202']","['1049615', '1049635', '1418692', '1395715', '1322231', '1307426', '1220079', '1447204', '1447205', '1447206', '1447207', '1447208', '1447209', '1447210', '1447211', '1018224', '1380237']","['剧情', '喜剧', '爱情']", 印地语 / 英语, 印度,2019-12-27(印度),131分钟,印度孟买，结婚七年一直没有孩子汽车销售员巴特拉·瓦伦与新闻女记者迪普提，决定到医院人工授精。在已经移植成功后，医院告知精子与另一对叫巴特拉的搞混。瓦伦很伤心，一度不想要这个孩子要求迪普提打胎。另一对巴特拉夫妻担心堕胎，赶紧搬到瓦伦家楼上。两对夫妻从开始的冲突，到后期的和谐相处。七月后，另一对巴特拉妻子早产一女儿。再过二月后，迪普提生下一儿子。受精医院的院长及妻子的宣传视频上，给病人受精成功就是“好消息”Good News，片名是直译。可能香港的片名：BB驾到，翻译得更好,6.6,681,"['10.1%', '28.7%', '47.1%', '11.6%', '2.7%']",电影,"['0432349', '4909344', '4821871', '4909405', '6976367', '3391781', '5419257', '5212202', '2363802', '4955342']"
